feature_id	feature_symbol	feature_type	omics_type	method	analysis_type	comparison	effect	effect_type	statistic	statistic_type	p_value	adj_p_value	direction	base_mean	model_fit	is_significant
PROT_CAVIN1	CAVIN1	feature	proteomics	limma	group	G2_vs_G1	0.757186303718594	log2FC	2.15652413039381	t	0.0353849012858792	0.138087419652212	up	21.9912122880708	NA	NA
PROT_CAVIN2	CAVIN2	feature	proteomics	limma	group	G2_vs_G1	-0.37625239694983	log2FC	-1.07733891981474	t	0.285983048629894	0.614267913731865	down	19.108318078057	NA	NA
PROT_CCNG2	CCNG2	feature	proteomics	limma	group	G2_vs_G1	0.558814657596542	log2FC	1.68227719498753	t	0.0981260955087531	0.327086985029177	up	24.2482049297535	NA	NA
PROT_CD151	CD151	feature	proteomics	limma	group	G2_vs_G1	-0.573340463894965	log2FC	-1.69513739262409	t	0.095645865510317	0.3256029464181	down	21.2539574235776	NA	NA
PROT_CD302	CD302	feature	proteomics	limma	group	G2_vs_G1	-0.26058442051966	log2FC	-0.717168178680371	t	0.476273773127284	0.80214530210911	down	18.800799588855	NA	NA
PROT_CD36	CD36	feature	proteomics	limma	group	G2_vs_G1	0.0453653665475393	log2FC	0.12275722104885	t	0.902742191820012	0.950254938757907	up	18.419562621729	NA	NA
PROT_CHCHD10	CHCHD10	feature	proteomics	limma	group	G2_vs_G1	0.0740751288522361	log2FC	0.211079158003945	t	0.833597575119132	0.921680340026515	up	23.178643460709	NA	NA
PROT_CHUK	CHUK	feature	proteomics	limma	group	G2_vs_G1	-0.108293767916937	log2FC	-0.31121029134406	t	0.756805109881185	0.889080818906474	down	19.7478757582991	NA	NA
PROT_CIDEA	CIDEA	feature	proteomics	limma	group	G2_vs_G1	0.269010012545273	log2FC	0.751193310473708	t	0.455705481427227	0.792531272047351	up	21.8536732827493	NA	NA
PROT_CMBL	CMBL	feature	proteomics	limma	group	G2_vs_G1	-0.143493237708096	log2FC	-0.41965068645855	t	0.676358476044155	0.876659228251853	down	21.2138755694231	NA	NA
PROT_CMPK1	CMPK1	feature	proteomics	limma	group	G2_vs_G1	0.399510183434703	log2FC	1.14275106262607	t	0.258041001350766	0.581500848114403	up	21.0420537733197	NA	NA
PROT_ACAA2	ACAA2	feature	proteomics	limma	group	G2_vs_G1	0.433247799170005	log2FC	1.27914625156644	t	0.206160591783459	0.501144221511967	up	20.5407773623213	NA	NA
PROT_AIFM1	AIFM1	feature	proteomics	limma	group	G2_vs_G1	-0.211658296312077	log2FC	-0.607228202990045	t	0.54617249558638	0.827959530761328	down	18.8490004303112	NA	NA
PROT_BCKDHA	BCKDHA	feature	proteomics	limma	group	G2_vs_G1	-0.253040087274595	log2FC	-0.775599479227134	t	0.441273435399011	0.78448610737602	down	14.9530990875787	NA	NA
